text	language	label	source
Όλοι οι υποψήφιοι για τις εκατοντάδες κυβερνητικές θέσεις που υπόκεινται σε επιβεβαίωση από τη Γερουσία ερωτώνται τώρα εάν προσέλαβαν μετανάστες χωρίς έγγραφα ή παραβίασαν τη φορολογική νομοθεσία για τους οικιακούς εργαζόμενους, δήλωσαν αξιωματούχοι της κυβέρνησης Κλίντον τη Δευτέρα, και τουλάχιστον δώδεκα άτομα έχουν αποσυρθεί από την εξέταση για αυτά τα ζητήματα. .	el	13	en->el
Άλλες φωνές: Μαζική δολοφονία στο Μεξικό	el	10	en->el
Το Σώμα εγκρίνει νομοσχέδιο που επιβάλλει αυστηρότερες απαιτήσεις για βίζα	el	13	en->el
Το Κογκρέσο σχεδιάζει σκληρό νέο περιορισμό στη μετανάστευση	el	6	en->el
Η πολιορκία ξεκίνησε με αυτό που φαινόταν να είναι μια συντονισμένη επίθεση σε φρουρούς από μερικούς από τους εξωγήινους στο κέντρο, δήλωσε ο William Slattery, εκτελεστικός συνεργάτης επίτροπος της Υπηρεσίας Μετανάστευσης και Πολιτογράφησης. Η αστυνομία της Ελισάβετ είπε ότι δύο φρουροί πιάστηκαν όμηροι, αλλά η υπηρεσία μετανάστευσης το αμφισβήτησε. Οι αξιωματούχοι είπαν ότι κανένας από τους φρουρούς δεν χρειάστηκε ιατρική περίθαλψη. οι παράνομοι μετανάστες που τραυματίστηκαν τραυματίστηκαν μόνο ελαφρά.	el	7	en->el
Το σχέδιο είναι μέρος μιας νέας ομοσπονδιακής στρατηγικής για την πάταξη των παράνομων μεταναστών στο εσωτερικό του έθνους. Συνολικά, το INS θα αναπτύξει 45 ομάδες σε 11 πολιτείες όπου η μετανάστευση έχει ριζώσει μόλις πρόσφατα.	el	7	en->el
Σημείωσε ότι οι καταναλωτικές δαπάνες αποτελούν περίπου το 70% της οικονομίας και ότι ιδιαίτερα οι Αμερικανοί χαμηλού και μεσαίου εισοδήματος, συμπεριλαμβανομένων των μεταναστών, είναι συνήθως πιο πιθανό να ξοδέψουν παρά να εξοικονομήσουν το εισόδημά τους.	el	1	en->el
Ανώτατο δικαστήριο να επανεξετάσει τους νόμους μόνο στα αγγλικά	el	5	en->el
Ο Λευκός Οίκος είπε ότι οι πράκτορες που στάλθηκαν στην Αριζόνα επανατοποθετήθηκαν από τα σύνορα με τον Καναδά και από εσωτερικούς σταθμούς στην Αριζόνα και σε άλλα μέρη των Ηνωμένων Πολιτειών. Θα αρχίσουν να παρουσιάζονται στην εργασία τους την Τρίτη, αυξάνοντας τη συνοριακή δύναμη κατά 17 τοις εκατό.	el	8	en->el
Η συγκέντρωση, που συντονίστηκε από την CASA του Μέριλαντ, προσέλκυσε πολλούς μεροκαματιάρηδες, εργαζόμενους σε εστιατόρια, νοικοκυρές, νταντάδες και άλλους χαμηλόμισθους που δεν μπορούσαν να πάρουν άδεια από τις δουλειές τους κατά τη διάρκεια της ημέρας. Οι διοργανωτές είπαν ότι η έκτη ετήσια ημέρα τους στο λόμπι στην Αννάπολη αντικατοπτρίζει την αίσθηση του επείγοντος για τις ομοσπονδιακές προσπάθειες καταστολής της παράνομης μετανάστευσης, αν και η Γενική Συνέλευση του Μέριλαντ έχει ιστορικά απορρίψει μια τέτοια νομοθεσία.	el	12	en->el
Ο Σαλαζάρ αισιοδοξεί για τη μετανάστευση Λέγοντας ότι «η αποτυχία... δεν είναι επιλογή», ​​ο γερουσιαστής αναμένει ότι ο ίδιος και οι συνάδελφοί του θα επανεξετάσουν το νομοσχέδιο τον Ιούλιο.	el	13	en->el
Οι Η.Π.Α. ΣΥΛΛΑΒΟΥΝ ΑΡΑΒΑ ΔΕΣΜΕΝΟΥΣ ΜΕ ΣΚΛΗΤΕΣ	el	8	en->el
Ήμουν τόσο συναισθηματική, είπε. «Η φωνή μου είχε σχεδόν εξαφανιστεί από τα κλάματα και τις ουρλιές».	el	10	en->el
Το πάνελ είπε επίσης ότι τα στατιστικά στοιχεία για τη μετανάστευση ήταν «θλιβερά ανεπαρκή» για τη λήψη αποφάσεων σχετικά με τη μεταναστευτική πολιτική, και ότι ως αποτέλεσμα η πολιτική μετανάστευσης «έχει γίνει σε κενό δεδομένων».	el	6	en->el
Ο Όουενς, ο οποίος έχει αναγνωρίσει ότι οι δημοκρατικές προτάσεις για τη στόχευση όσων απασχολούν παράνομους μετανάστες έχουν κάποιο νόημα, είπε επίσης στην επιτροπή ότι η πολιτειακή κυβέρνηση ήταν το λάθος μέρος για να αναζητήσει το κόστος των υπηρεσιών που παρέχονται στους παράνομους μετανάστες.	el	13	en->el
Η μήνυση, η οποία κατατέθηκε την Τετάρτη στο Περιφερειακό Δικαστήριο της κομητείας Ramsey, ανέφερε ότι η πολιτεία αρνείται να πληρώσει 1.400 δολάρια το μήνα για τα φάρμακα, αλλά η ομοσπονδιακή κυβέρνηση πιθανότατα θα πληρώνει 3.600 δολάρια το μήνα για την αιμοκάθαρσή του.	el	5	en->el
Σύμφωνα με τον νέο νόμο περί μετανάστευσης της Αριζόνα, η αστυνομία δεν μπορεί να εμποδίσει κάποιον να ελέγξει το καθεστώς μετανάστευσης, εκτός εάν πιστεύει ότι βλέπει κάτι παράνομο.	el	5	en->el
Ο ελιγμός της τελευταίας στιγμής κλείνει μια εβδομαδιαία μάχη μεταξύ του de Blasio και του Mark-Viverito για τα χρήματα.	el	13	en->el
ΟΙ ΜΕΤΑΝΑΣΤΕΣ ΑΡΝΟΥΝΤΑΙ ΝΑ ΑΛΛΑΞΟΥΝ ΕΜΦΑΝΙΣΗ, ΠΑΡΑ ΤΗΝ ΠΑΡΟΧΗ	el	11	en->el
Μια γυναίκα από την Αϊτή βρέθηκε νεκρή κοντά στις ακτές του Coral Cove Park το πρωί της Τετάρτης, αφού πέρασε πέντε ημέρες διασχίζοντας τον Ατλαντικό Ωκεανό με τη βοήθεια λαθρέμπορων.	el	9	en->el
Οι πολιτειακοί και ομοσπονδιακοί δικαστές στην Καλιφόρνια περιόρισαν προσωρινά αυτό το νατιβιστικό πράγμα που θα έδερνε παιδιά μετανάστες, θα έριχνε στη φυλακή τους σκληρά εργαζόμενους γονείς τους εάν παραποιήσουν τα χαρτιά εργασίας και θα προωθούσε τον πόνο και την ταλαιπωρία περικόπτοντας τις υπηρεσίες υγειονομικής περίθαλψης στους παράνομους μετανάστες. Εκτός από αυτό, είναι καλός νόμος.	el	5	en->el
Οι ομοσπονδιακοί ερευνητές έχουν συλλάβει τις τελευταίες ημέρες περισσότερους από δώδεκα ύποπτους παράνομους μετανάστες που εκτελούσαν συμβατική εργασία σε στρατιωτικές εγκαταστάσεις των ΗΠΑ σε όλη τη χώρα, ανακοίνωσε χθες η Υπηρεσία Μετανάστευσης και Τελωνείων των ΗΠΑ.	el	7	en->el
Ο ίδιος ο Ρούμπιο χαρακτήρισε κακή ιδέα την οδό προς την ιθαγένεια για τους παράνομους μετανάστες όταν διεκδικούσε τη θέση του στη Γερουσία πριν από λιγότερο από τρία χρόνια.	el	13	en->el
13 Πρόσφυγες που επέστρεψαν ως αλλαγές πολιτικής	el	6	en->el
Μετά από τρία χρόνια ανησυχίας ότι θα αναγκάζονταν να εγκαταλείψουν τη χώρα, ο Ντέιβιντ Ζέττερ και η Σαμπίνα Σέιτζ επιτέλους επιτράπηκαν να μείνουν στη θέση τους.	el	5	en->el
Πολλοί νόμοι φαίνεται να ισχύουν για κάθε άτομο, αλλά στην πραγματικότητα δεν ισχύουν για τα παιδιά, συμπεριλαμβανομένου του δικαιώματος σύναψης δεσμευτικών συμβάσεων και του δικαιώματος λήψης αποφάσεων υγειονομικής περίθαλψης. Στις λίγες περιπτώσεις στις οποίες ένα δικαστήριο θα μπορούσε να λάβει υπόψη τις απόψεις των παιδιών, ερωτώνται για τις δικές τους εμπειρίες, όπως για παράδειγμα αν έχουν κακοποιηθεί. Ακόμη και τότε, η μαρτυρία των μικρότερων παιδιών αντιμετωπίζεται με καχυποψία.	el	5	en->el
Ο Cisneros παραβιάζει την επιλογή της Κλίντον Λατίνο, λέει ο γραμματέας του HUD	el	13	en->el
Είπε ότι η υπηρεσία έχει 28 άτομα και δύο πράκτορες για να χειρίζονται παράνομες υποθέσεις αλλοδαπών για μια περιοχή 47 επαρχιών.	el	2	en->el
Επτά άνθρωποι που πιστεύεται ότι ήταν παράνομοι μετανάστες έχασαν τη ζωή τους στην έρημο βόρεια των συνόρων με το Μεξικό αφού περίμεναν για μέρες σε τριψήφια ζέστη για ένα φορτηγό λαθρέμπορου που δεν έφτασε ποτέ, δήλωσαν οι αρχές.	el	9	en->el
Και η αμερικανική κυβέρνηση υπάρχει προς όφελος ποιου;	el	15	en->el
Είκοσι τρεις δήμαρχοι, μεταξύ των οποίων ο Bill de Blasio της Νέας Υόρκης, ο Eric Garcetti του Λος Άντζελες, η Annise Parker του Χιούστον και ο Vincent C. Gray της Περιφέρειας έχουν ενταχθεί στην ομάδα.	el	13	en->el
Λένε ότι μια κρατική κλινική θα μείωνε το ποσό των φόρων που εισπράττει η πόλη.	el	1	en->el
Ο διχαστικός τόνος και η δημαγωγική ρητορική του αντιμεταναστευτικού κινήματος συνεχίζουν να πολιτικοποιούν τους Ισπανόφωνους και να τους φέρνουν κοντά για να υποστηρίξουν μια νέα μεταναστευτική πολιτική, κατέληξε ο Sergio Bendixen, πρόεδρος της Bendixen and Associates, σχετικά με τα αποτελέσματα της έρευνας.	el	12	en->el
Σε μια τρίμηνη καλοκαιρινή ώθηση που ξεκίνησε την 1η Ιουνίου, ομοσπονδιακοί πράκτορες που συνεργάζονται με τοπικές αστυνομικές υπηρεσίες σε 23 πόλεις συνέλαβαν 1.313 ύποπτα μέλη συμμοριών, τους συνεργάτες τους και άλλους παράνομους κατοίκους, δήλωσε η Υπηρεσία Μετανάστευσης και Τελωνείων των ΗΠΑ (ICE).	el	7	en->el
Ο Μπους επιδιώκει να ενισχύσει την εικόνα με τις μειονότητες	el	13	en->el
Οι καμπάνιες στο Μεξικό επικεντρώνονται στην οικονομική επιδιόρθωση. Οι ψηφοφόροι δύσπιστοι για τις υποσχέσεις εργασίας των υποψηφίων	el	1	en->el
Πατήστε One για Αγγλικά	el	11	en->el
Έκδοση: Η μεταρρύθμιση της μετανάστευσης σε αναμονή. Το ίδιο και η λογική στον πόλεμο των ναρκωτικών	el	6	en->el
Εκατοντάδες Χριστιανοί Λατίνοι βγήκαν στους δρόμους του κέντρου της Ατλάντα την Κυριακή σε προσευχή και διαμαρτυρόμενοι ενάντια στον νέο νόμο της Τζόρτζια που λένε ότι ποινικοποιεί τους μετανάστες χωρίς έγγραφα.	el	12	en->el
Όμως η Κλίντον τον περασμένο μήνα δεσμεύτηκε να ασκήσει βέτο στο μέτρο. Οι παγιωμένες θέσεις των δύο πλευρών καθιστούν σαφές ότι το νομοσχέδιο ορόσημο για τη μετανάστευση έχει γίνει πεδίο μάχης, στο οποίο οι Ρεπουμπλικάνοι θα προσπαθήσουν να αναγκάσουν την Κλίντον να ασκήσει βέτο σε ένα νομοσχέδιο που έχει ευρεία υποστήριξη, ιδιαίτερα στην πλούσια σε ψηφοφόρους Καλιφόρνια.	el	13	en->el
Ωστόσο, τρεις αιτήσεις και πέντε συνεντεύξεις γάμου δεν κατάφεραν να πείσουν τις ομοσπονδιακές αρχές μετανάστευσης ότι η ένωση του ζευγαριού δεν είναι παρωδία για να πάρεις πράσινη κάρτα για τον κ. Σινγκ, 45, οδηγό σέρβις αυτοκινήτων από την Ινδία.	el	5	en->el
Ο Λόπεζ, μέλος της οργάνωσης, είπε ότι το πρόβλημα του φόβου μεταξύ των μεταναστών για την αναφορά εγκλήματος είναι διαδεδομένο σε όλη τη χώρα. Είπε ότι το πρόβλημα υπάρχει στο Durham, αλλά ότι δεν είναι τόσο κακό όσο ήταν κάποτε.	el	7	en->el
Η αλλαγή ήταν εμφανής αυτό το Σαββατοκύριακο όταν μια ομάδα παικτών με βάση την Ατλάντα με Αιθιοπική κληρονομιά έπαιξε στον αγώνα ποδοσφαίρου τίτλου στο Georgia Dome.	el	11	en->el
Δικαιούνται δημόσια εκπαίδευση τα παιδιά των λαθρομεταναστών;	el	10	en->el
Από τη δράση θα αποκλειστούν ορισμένοι φοιτητές και άλλοι με καθεστώς διαμονής, μαζί με άτομα που υποβάλλουν αίτηση για καθεστώς μετανάστευσης, όπως εκείνοι που φέρουν «πράσινες κάρτες».	el	5	en->el
Ο κ. Ghounem απελάθηκε στην πατρίδα του την Αίγυπτο την περασμένη εβδομάδα.	el	7	en->el
Τραβηγμένοι από τον μαγνήτη ενός καλύτερου μέλλοντος, οι παράνομοι έχουν γίνει βασικό μέρος της οικονομίας, κάνοντας άθλιες δουλειές που οι Αμερικανοί σε μεγάλο βαθμό δεν θα κάνουν - στη γεωργία, τη μεταποίηση, τις ξενοδοχειακές υπηρεσίες	el	1	en->el
Η Μονάδα Προστασίας Ενοικιαστών του Κουόμο εξέδωσε κλήτευση στην Castellan Real Estate Partners/Liberty Place Property Management, ζητώντας από τον ιδιοκτήτη να βήξει τα χαρτιά ενοικίασης.	el	5	en->el
αλλά η κ. Τραμπ είπε ότι το προσωρινό σχέδιο ήταν απαραίτητο για λόγους εθνικής ασφάλειας.	el	8	en->el
Ωστόσο, το Σώμα συμφώνησε με τον Stancil τη Δευτέρα με ψήφους 94-69. Επειδή η Γερουσία έχει εγκρίνει ένα νομοσχέδιο που επιτρέπει στους μετανάστες να λαμβάνουν άδειες κυνηγιού και αλιείας, μια επιτροπή και από τα δύο σώματα θα προσπαθήσει να συμβιβάσει τις διαφορές.	el	13	en->el
Μαγνήτης μεταναστών, η Νέα Υόρκη είναι εδώ και πολύ καιρό το σκηνικό κάποιας διαπολιτισμικής κουζίνας,	el	11	en->el
Ο κ. Occhipinti, 41 ετών και 22χρονος βετεράνος της Υπηρεσίας Μετανάστευσης και Πολιτογράφησης, χλώμιασε καθώς ο επικεφαλής των ενόρκων επανέλαβε τη λέξη «ένοχος» 17 φορές ως απάντηση στο αίτημα του δικαστή Constance Baker Motley για αποφάσεις για μεμονωμένες κατηγορίες. Ωστόσο, το δικαστήριο επτά γυναικών και πέντε ανδρών έκρινε τον κ. Occhipinti αθώο για τρεις κατηγορίες υπεξαίρεσης, δύο κατηγορίες για ψευδείς δηλώσεις και μία κατηγορία για παραβίαση πολιτικών δικαιωμάτων.	el	7	en->el
Εάν πρόκειται να το κάνουμε, ας το κάνουμε δίκαια, ας το κάνουμε με συνέπεια και ας μην είμαστε υποκριτές, δήλωσε ο Δημοκρατικός γερουσιαστής Μπιλ Μπρόδερτον του Φοίνιξ, ο οποίος πρότεινε την προσθήκη οκτώ εργοδοτικών κυρώσεων στην πρόταση περιορισμού των μεταναστών.	el	4	en->el
Οι Ρεπουμπλικάνοι της Βουλής των Αντιπροσώπων προγραμματίζουν ακροάσεις για τη μετανάστευση στα συνοριακά κράτη	el	13	en->el
Ο Ομπάμα και ο γερουσιαστής διαφέρουν ως προς την αφήγηση της συνάντησης	el	13	en->el
Υπήρχαν αντικρουόμενες αναφορές για τη φύση των περιπολιών από την Civilian Materiel Assistance, μια ομάδα τριών ετών που δραστηριοποιείται στην παροχή βοήθειας στους αντάρτες στη Νικαράγουα. Μέλη της οργάνωσης, η οποία αυτοχαρακτηρίζεται ως αντικομμουνιστική, έδωσαν αντικρουόμενες αναφορές για την προέλευση της δράσης.	el	8	en->el
Οι συνήγοροι ανησυχούν επίσης ότι το πρόγραμμα θα μπορούσε να καταλήξει στην απέλαση θυμάτων ενδοοικογενειακής βίας που μερικές φορές κρατούνται από αστυνομικούς μετά από μια διαφωνία.	el	7	en->el
Οι εμπειρίες των μεταναστών, με τα δικά τους λόγια	el	10	en->el
Η μαρτυρία ήρθε την τρίτη ημέρα της ακρόασης για την εγγύηση που πιθανότατα θα συνεχιστεί μέχρι την Τετάρτη. Ο δικαστής των ΗΠΑ Mark Pizzo ακούει κατάθεση για να αποφασίσει εάν θα χορηγήσει εγγύηση σε ορισμένους ή όλους τους άνδρες ή θα τους κρατήσει υπό κράτηση μέχρι να επιλυθούν οι υποθέσεις τους.	el	5	en->el
"Θα πρέπει να έχουμε ένα απλοποιημένο σύστημα, είπε ο Ting. ""Μπορείτε να το κάνετε είτε αφαιρώντας τις προτιμήσεις για ορισμένες εθνοτικές ομάδες είτε εφαρμόζοντας το ίδιο πρότυπο για όλους."""	el	4	en->el
Η Νέα Υόρκη απορροφά τώρα τη μεγαλύτερη εισροή μεταναστών από τη δεκαετία του 1920. Σύμφωνα με πρόσφατη έκθεση της Επιτροπής Πολεοδομίας, 563.000 νόμιμοι μετανάστες ήρθαν στη Νέα Υόρκη μεταξύ 1990 και 1994.	el	11	en->el
Απέλαση όσων αρνήθηκαν το άσυλο. Τώρα, λίγοι άνθρωποι στους οποίους αρνήθηκαν το άσυλο απελαύνονται ποτέ.	el	7	en->el
Δεν αποτελεί έκπληξη το γεγονός ότι το 2000, την πρώτη χρονιά που οι εξετάσεις αγγλικών των Regents έγιναν απαραίτητη προϋπόθεση για την αποφοίτηση για κάθε τελειόφοιτο γυμνασίου στην πόλη, το ποσοστό εγκατάλειψης των σπουδών για μετανάστες έφθασε στα ύψη.	el	10	en->el
Ο πρώην κυβερνήτης της Μασαχουσέτης έχει καταστήσει την καταπολέμηση της παράνομης μετανάστευσης βασικό θέμα της θητείας του στον Λευκό Οίκο.	el	13	en->el
Όταν ο πόνος του γίνει αφόρητος, ο Γου πιθανότατα θα καταλήξει σε ένα δωμάτιο έκτακτης ανάγκης νοσοκομείου, όπου, σύμφωνα με μια νέα μελέτη, όλο και περισσότεροι νόμιμοι μετανάστες καταλήγουν για την πρωτοβάθμια φροντίδα υγείας τους.	el	9	en->el
Η απόπειρα απόκτησης παράνομης άδειας οδήγησης θα μπορούσε να οδηγήσει σε κατηγορίες από κλοπή ταυτότητας έως απόπειρα πλαστογραφίας, αλλά καμία από αυτές τις κατηγορίες δεν θα ισοδυναμούσε με τα κακουργήματα που αντιμετωπίζουν οι ύποπτοι, είπε ο Μπούστρουμ.	el	7	en->el
Βίζες για αλλοδαπούς εργάτες	el	5	en->el
Κάτω από τις δύο κοινοτικές διαμάχες ρέει το ίδιο υπόγειο ρεύμα: ο συνεχιζόμενος αγώνας για προσαρμογή - και σε ορισμένες περιπτώσεις, καταπολέμηση - σε ένα κύμα μεταναστών που έχουν μεταμορφώσει τις δύο πρώην πόλεις των γαλάζιων, κυρίως λευκών, στην πιο εθνοτικά διαφορετική περιοχή στη Γεωργία.	el	11	en->el
Η πραγματική δοκιμασία μετατρέπει τους διαδηλωτές σε ψηφοφόρους	el	12	en->el
Ο νόμος των ΗΠΑ γράφτηκε για να αντιμετωπίσει τη μεγάλη ροή παράνομων μεταναστών, οι περισσότεροι από τους οποίους εισέρχονται από το Μεξικό. Αλλά οι επικριτές - συμπεριλαμβανομένων ορισμένων στο Κογκρέσο - λένε ότι το μέτρο δείχνει πώς τα βόρεια σύνορα συχνά παραβλέπονται στη μεγαλύτερη συζήτηση για την παράνομη μετανάστευση.	el	5	en->el
ΦΤΙΑΞΗ ΤΟΥ ΒΑΘΜΟΥ	el	15	en->el
Οι εργοδότες των ΗΠΑ θα αρχίσουν σύντομα να προσελκύουν χιλιάδες άλλους ξένους εργάτες χαμηλής ειδίκευσης για να καλύψουν εποχιακές θέσεις εργασίας, από χειριστές λιφτ του σκι μέχρι συλλέκτες καβουριών.	el	1	en->el
Το Ανώτατο Δικαστήριο θα μπορούσε να ματαιώσει τις εκλογές του '12. Δικαιοσύνη για την αντιμετώπιση υποθέσεων μετανάστευσης, υγειονομικής περίθαλψης, δικαιωμάτων ψήφου	el	5	en->el
Διατηρήστε την παράδοση των ΗΠΑ	el	11	en->el
Αντιπροσωπεύουν λαθρομετανάστες που διακινδυνεύουν, και μερικές φορές χάνουν, τη ζωή τους, περνώντας με ταχύτητα μέσα από το ρεύμα των οχημάτων με ταχύτητα για να αποφύγουν ένα κυβερνητικό σημείο ελέγχου.	el	9	en->el
Ενημέρωση Metro New York: Queens: Arrest In Gun Trafficking	el	7	en->el
εργοδοτικές κυρώσεις	el	1	en->el
προσωρινή απαγόρευση εισόδου στις Ηνωμένες Πολιτείες για πολίτες επτά χωρών με μουσουλμανική πλειοψηφία και πρόσφυγες από όλο τον κόσμο.	el	8	en->el
ΣΦΑΛΜΑΤΑ ΚΟΣΤΟΜΙΑΣ ΜΕΤΑΜΟΣΧΕΥΣΗΣ ΜΕΤΑΝΑΣΤΩΝ ΥΓΕΙΟΝΟΜΙΚΗ ΠΕΡΙΘΑΛΨΗ ΝΕΑ ΚΡΑΤΙΚΗ ΠΟΛΙΤΙΚΗ ΣΧΕΤΙΚΑ ΜΕ ΤΗ ΦΑΡΜΑΚΟΘΕΡΑΠΕΙΑ	el	9	en->el
ΑΡΧΗΓΟΙ ΚΑΙ ΔΙΑΔΗΛΩΣΕΙΣ ΤΑ ΟΦΕΛΗ ΤΩΝ ΕΠΙΣΚΕΠΤΩΝ ΕΡΓΑΖΟΜΕΝΩΝ ΤΟΥ BILL	el	12	en->el
Ένας άνδρας από το Sicklerville καταδικάστηκε σε 15 μήνες φυλάκιση την Πέμπτη για φοροδιαφυγή επειδή δεν ανέφερε τους μισθούς που καταβλήθηκαν σε μετανάστες χωρίς έγγραφα που εργάζονταν στην επιχείρησή του στο στεγνό καθάρισμα, δήλωσαν οι αρχές.	el	7	en->el
Σήμερα, ο δικαστής του Περιφερειακού Δικαστηρίου των ΗΠΑ A. Simon Chrein στο Μπρούκλιν της Νέας Υόρκης, θα ακούσει επιχειρήματα σχετικά με το εάν η Orleans-Lindsay πρέπει να επιστραφεί στην Περιφέρεια για να αντιμετωπίσει κατηγορίες για τη δολοφονία του στρατιώτη Edward M. Toatley.	el	5	en->el
Πολίτες της Ν.Υ., αλλά όχι των Η.Π.Α.	el	11	en->el
Η προσέλευση στη σημερινή συγκέντρωση μπορεί να προσφέρει ένα βαρόμετρο της ζωτικότητας του κινήματος για τα δικαιώματα των μεταναστών, το οποίο έστειλε εκατομμύρια στους δρόμους αυτή την άνοιξη, αλλά έχει προκαλέσει λιγότερη προσοχή του κοινού τους τελευταίους μήνες. Οι τοπικοί διοργανωτές δήλωσαν ότι αναμένουν εκατοντάδες χιλιάδες διαδηλωτές από την Ανατολική Ακτή, αλλά οι διαδηλώσεις αυτή την εβδομάδα στο Φοίνιξ και το Σικάγο προσέλκυσαν απογοητευτικά πλήθη.	el	12	en->el
Έρχομαι στην Αμερική και γίνομαι Αμερικανός	el	11	en->el
Ο χορηγός του SB 60, γερουσιαστής Gil Cedillo, Δημοκρατικός του Λος Άντζελες, είναι τελικά πρόθυμος να συμβιβαστεί. Αλλά ο Σβαρτσενέγκερ πρέπει να είναι πρόθυμος να ακούσει. Μέχρι στιγμής έχει αρνηθεί.	el	13	en->el
Ο Odeh πέρασε μια δεκαετία σε μια ισραηλινή φυλακή για τους βομβαρδισμούς. Αλλά επιμένει ότι βασανίστηκε για να ομολογήσει τα εγκλήματα και υποστήριξε ότι ο ειδικός θα είχε καταθέσει ότι τα υποτιθέμενα βασανιστήρια διαμόρφωσαν τον τρόπο με τον οποίο έβλεπε τις ερωτήσεις.	el	7	en->el
Οι επιχειρήσεις φοβούνται την επέκταση του E-Verify	el	1	en->el
ΜΕΤΑΡΡΥΘΜΙΣΗ ΜΕΤΑΝΑΣΤΕΥΣΗΣ	el	6	en->el
ΚΑΘΕ ΥΠΟΣΧΕΣΕΙΣ ΓΙΑ ΤΗ ΜΕΤΑΝΑΣΤΕΥΣΗ ΠΑΡΑΒΑΝΕ ΤΟ ΝΟΜΟ	el	13	en->el
Warner: Ο Ομπάμα έκανε σωστή έκκληση για τη μετανάστευση	el	13	en->el
Η φυλακισμένη ζητά από τον Κοστέλο να τη βοηθήσει να απελευθερωθεί	el	5	en->el
ΠΑΡΑΝΟΜΟΙ ΑΛΛΟΔΑΠΟΙ ΒΡΟΥΝ ΤΗΝ ΕΛΕΥΘΕΡΙΑ ΣΤΟ ΚΕΝΤΡΟ ΜΕΤΑΝΑΣΤΕΥΣΗΣ	el	10	en->el
Αγωνίζεται κατά του μεταναστευτικού νόμου της Αριζόνα, ο οποίος υπέστη πρόσφατα άλλη μια νομική ήττα όταν ένα ομοσπονδιακό εφετείο επιβεβαίωσε μια απόφαση κατώτερου δικαστηρίου που κατέρριψε το μεγαλύτερο μέρος του, και αντιγράψει τις εκδόσεις σε όλη τη χώρα.	el	5	en->el
Юридическое признание однополых браков способствует здоровью и безопасности ЛГБТ-пар, предоставляя доступ к важнейшим медицинским льготам, включая страховое покрытие для супругов.	ru	9	en->ru
Понимание культурных основ дебатов об иммиграционной политике имеет решающее значение для развития информированного диалога и разработки политики, которая соответствует общественным ценностям и одновременно решает сложные иммиграционные проблемы.	ru	11	en->ru
Желаемые результаты политики в отношении однополых браков часто включают продвижение равенства, недискриминации и уважения многообразия как внутри страны, так и на международном уровне.	ru	14	en->ru
Исследования показывают, что после легализации брака у ЛГБТК+ пар снижается стресс и депрессия, что влияет на психическое здоровье.	ru	10	en->ru
Признание однополых браков правительствами имеет глубокие последствия для прав и свобод ЛГБТК+ людей, определяя их доступ к правовой защите и льготам.	ru	15	en->ru
Снижение стресса в результате признания обществом посредством легализации однополых браков может улучшить психическое и физическое здоровье пар ЛГБТК+.	ru	9	en->ru
Обычаи, связанные с брачными церемониями и торжествами, адаптировались к однополым парам, отражая культурные нормы празднования и семейного принятия.	ru	11	en->ru
Усиленная политика безопасности границ, такая как усиление наблюдения и физические барьеры, направлена ​​на сокращение нелегальных пересечений и повышение национальной безопасности, но может оказаться дорогостоящей и неэффективной для устранения коренных причин миграции.	ru	6	en->ru
Исследования показывают, что некоторые ЛГБТК+ люди реже обращаются за медицинской помощью после легализации брака, возможно, из-за снижения стресса.	ru	9	en->ru
Пути получения гражданства для нелегальных иммигрантов, такие как комплексная иммиграционная реформа, направлены на обеспечение легального статуса и возможностей интеграции, но сталкиваются с политическими препятствиями и противодействием со стороны антииммигрантских групп.	ru	6	en->ru
В центре внимания национальной безопасности должно оставаться выявление и смягчение угроз, основанных на квалификации и действиях, а не на сексуальной ориентации.	ru	8	en->ru
Несмотря на проблемы, исследования показывают общее улучшение качества жизни многих однополых пар после легализации брака.	ru	10	en->ru
Географические проблемы, такие как обширная и пересеченная местность вдоль границ, создают препятствия для реализации комплексной иммиграционной политики и стратегий правоприменения.	ru	2	en->ru
Однополые браки не влияют на способности или патриотизм человека в служении своей стране.	ru	8	en->ru
Сосредоточение внимания на программах интеграции и путях получения гражданства может быть более эффективным для снижения преступности и обеспечения общественной безопасности.	ru	7	en->ru
Однополые браки не оказали какого-либо негативного воздействия на здоровье населения по сравнению с гетеросексуальными браками.	ru	9	en->ru
Тенденции общественного мнения показывают растущее признание и поддержку однополых браков, а также культурные сдвиги в сторону инклюзивности и признания разнообразных отношений.	ru	11	en->ru
Сотрудничество по вопросам иммиграции может укрепить доверие и добрую волю между странами, способствуя укреплению дипломатических отношений и содействуя сотрудничеству по более широким глобальным проблемам.	ru	14	en->ru
В конечном счете, мораль однополых браков заключается в признании и утверждении внутренней ценности и равных прав ЛГБТК+ лиц на создание любящих и юридически признанных союзов.	ru	3	en->ru
Однополые супруги военнослужащих могут внести свой вклад в национальную безопасность, обеспечивая жизненно важную систему поддержки военнослужащих, повышая общее благосостояние.	ru	8	en->ru
Политики часто сталкиваются с давлением, чтобы они согласились с общественным мнением об однополых браках, чтобы сохранить электоральную поддержку и легитимность.	ru	12	en->ru
Демографическая информация показывает различия в отношении к иммиграции среди разных возрастных групп, этнических групп и социально-экономического происхождения.	ru	12	en->ru
Увеличение культурного разнообразия за счет иммиграции может обогатить сообщества и расширить перспективы.	ru	1	en->ru
